drugbank_id,drug_score,drug_neg_log_score,trustrank,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id,drug|protein,interaction_label,actions
DB09079,5.6964009417229656e-05,4.244399450436906,5,Nintedanib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB09079|Q92769,,
DB09079,5.6964009417229656e-05,4.244399450436906,5,Nintedanib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB09079|P17980,,
DB09079,5.6964009417229656e-05,4.244399450436906,5,Nintedanib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB09079|Q13547,,
DB06616,5.472509375241964e-05,4.261813485746807,6,Bosutinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB06616|P56524,,
DB06616,5.472509375241964e-05,4.261813485746807,6,Bosutinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB06616|Q92769,,
DB06616,5.472509375241964e-05,4.261813485746807,6,Bosutinib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB06616|P17980,,
DB06616,5.472509375241964e-05,4.261813485746807,6,Bosutinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB06616|Q13547,,
DB08865,4.4517949870858605e-05,4.351464843894254,7,Crizotinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB08865|P56524,,
DB08865,4.4517949870858605e-05,4.351464843894254,7,Crizotinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB08865|Q92769,,
DB08865,4.4517949870858605e-05,4.351464843894254,7,Crizotinib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB08865|P17980,,
DB08865,4.4517949870858605e-05,4.351464843894254,7,Crizotinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB08865|Q13547,,
DB11828,3.585444899366514e-05,4.445456947289985,8,Neratinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB11828|P56524,,
DB11828,3.585444899366514e-05,4.445456947289985,8,Neratinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB11828|Q92769,,
DB11828,3.585444899366514e-05,4.445456947289985,8,Neratinib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB11828|P17980,,
DB11828,3.585444899366514e-05,4.445456947289985,8,Neratinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB11828|Q13547,,
DB08877,2.6397685563510744e-05,4.57843414854904,9,Ruxolitinib,D11,Other dermatological preparations ,P56524,HDAC4,ENSG00000068024,DB08877|P56524,,
DB08877,2.6397685563510744e-05,4.57843414854904,9,Ruxolitinib,D11,Other dermatological preparations ,Q92769,HDAC2,ENSG00000196591,DB08877|Q92769,,
DB08877,2.6397685563510744e-05,4.57843414854904,9,Ruxolitinib,D11,Other dermatological preparations ,P17980,PSMC3,ENSG00000165916,DB08877|P17980,,
DB08877,2.6397685563510744e-05,4.57843414854904,9,Ruxolitinib,D11,Other dermatological preparations ,Q13547,HDAC1,ENSG00000116478,DB08877|Q13547,,
DB08877,2.6397685563510744e-05,4.57843414854904,9,Ruxolitinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB08877|P56524,,
DB08877,2.6397685563510744e-05,4.57843414854904,9,Ruxolitinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB08877|Q92769,,
DB08877,2.6397685563510744e-05,4.57843414854904,9,Ruxolitinib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB08877|P17980,,
DB08877,2.6397685563510744e-05,4.57843414854904,9,Ruxolitinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB08877|Q13547,,
DB01593,2.61931770247134e-05,4.581811821902325,10,,,,P56524,HDAC4,ENSG00000068024,DB01593|P56524,target_positiveEffect,cofactor
DB01593,2.61931770247134e-05,4.581811821902325,10,,,,Q92769,HDAC2,ENSG00000196591,DB01593|Q92769,,
DB01593,2.61931770247134e-05,4.581811821902325,10,,,,P17980,PSMC3,ENSG00000165916,DB01593|P17980,,
DB01593,2.61931770247134e-05,4.581811821902325,10,,,,Q13547,HDAC1,ENSG00000116478,DB01593|Q13547,target_positiveEffect,cofactor
DB14487,2.61931770247134e-05,4.581811821902325,10,Zinc Acetate,A16,Other alimentary tract and metabolism products ,P56524,HDAC4,ENSG00000068024,DB14487|P56524,,
DB14487,2.61931770247134e-05,4.581811821902325,10,Zinc Acetate,A16,Other alimentary tract and metabolism products ,Q92769,HDAC2,ENSG00000196591,DB14487|Q92769,,
DB14487,2.61931770247134e-05,4.581811821902325,10,Zinc Acetate,A16,Other alimentary tract and metabolism products ,P17980,PSMC3,ENSG00000165916,DB14487|P17980,,
DB14487,2.61931770247134e-05,4.581811821902325,10,Zinc Acetate,A16,Other alimentary tract and metabolism products ,Q13547,HDAC1,ENSG00000116478,DB14487|Q13547,,
DB05294,2.4769644830596867e-05,4.606080220673662,12,Vandetanib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB05294|P56524,,
DB05294,2.4769644830596867e-05,4.606080220673662,12,Vandetanib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB05294|Q92769,,
DB05294,2.4769644830596867e-05,4.606080220673662,12,Vandetanib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB05294|P17980,,
DB05294,2.4769644830596867e-05,4.606080220673662,12,Vandetanib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB05294|Q13547,,
DB06589,2.342242746418148e-05,4.630368097322258,13,Pazopanib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB06589|P56524,,
DB06589,2.342242746418148e-05,4.630368097322258,13,Pazopanib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB06589|Q92769,,
DB06589,2.342242746418148e-05,4.630368097322258,13,Pazopanib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB06589|P17980,,
DB06589,2.342242746418148e-05,4.630368097322258,13,Pazopanib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB06589|Q13547,,
DB06626,2.1962345461996053e-05,4.65832128139823,14,Axitinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB06626|P56524,,
DB06626,2.1962345461996053e-05,4.65832128139823,14,Axitinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB06626|Q92769,,
DB06626,2.1962345461996053e-05,4.65832128139823,14,Axitinib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB06626|P17980,,
DB06626,2.1962345461996053e-05,4.65832128139823,14,Axitinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB06626|Q13547,,
DB14533,2.137042638197876e-05,4.6701868127216,15,,,,P56524,HDAC4,ENSG00000068024,DB14533|P56524,target_positiveEffect,cofactor
DB14533,2.137042638197876e-05,4.6701868127216,15,,,,Q92769,HDAC2,ENSG00000196591,DB14533|Q92769,,
DB14533,2.137042638197876e-05,4.6701868127216,15,,,,P17980,PSMC3,ENSG00000165916,DB14533|P17980,,
DB14533,2.137042638197876e-05,4.6701868127216,15,,,,Q13547,HDAC1,ENSG00000116478,DB14533|Q13547,target_positiveEffect,cofactor
DB14548,2.0271669248950047e-05,4.693110488319341,16,,,,P56524,HDAC4,ENSG00000068024,DB14548|P56524,target_positiveEffect,cofactor
DB14548,2.0271669248950047e-05,4.693110488319341,16,,,,Q92769,HDAC2,ENSG00000196591,DB14548|Q92769,,
DB14548,2.0271669248950047e-05,4.693110488319341,16,,,,P17980,PSMC3,ENSG00000165916,DB14548|P17980,,
DB14548,2.0271669248950047e-05,4.693110488319341,16,,,,Q13547,HDAC1,ENSG00000116478,DB14548|Q13547,target_positiveEffect,cofactor
DB00619,1.9118657457313925e-05,4.718542607841899,17,Imatinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB00619|P56524,,
DB00619,1.9118657457313925e-05,4.718542607841899,17,Imatinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB00619|Q92769,,
DB00619,1.9118657457313925e-05,4.718542607841899,17,Imatinib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB00619|P17980,,
DB00619,1.9118657457313925e-05,4.718542607841899,17,Imatinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB00619|Q13547,,
DB00317,1.738529633755979e-05,4.759817902238695,18,Gefitinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB00317|P56524,,
DB00317,1.738529633755979e-05,4.759817902238695,18,Gefitinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB00317|Q92769,,
DB00317,1.738529633755979e-05,4.759817902238695,18,Gefitinib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB00317|P17980,,
DB00317,1.738529633755979e-05,4.759817902238695,18,Gefitinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB00317|Q13547,,
DB01645,1.5755876443883178e-05,4.802557433546454,19,,,,P56524,HDAC4,ENSG00000068024,DB01645|P56524,,
DB01645,1.5755876443883178e-05,4.802557433546454,19,,,,Q92769,HDAC2,ENSG00000196591,DB01645|Q92769,,
DB01645,1.5755876443883178e-05,4.802557433546454,19,,,,P17980,PSMC3,ENSG00000165916,DB01645|P17980,,
DB01645,1.5755876443883178e-05,4.802557433546454,19,,,,Q13547,HDAC1,ENSG00000116478,DB01645|Q13547,,
DB12130,1.5305994323913513e-05,4.81513845206063,20,Lorlatinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB12130|P56524,,
DB12130,1.5305994323913513e-05,4.81513845206063,20,Lorlatinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB12130|Q92769,,
DB12130,1.5305994323913513e-05,4.81513845206063,20,Lorlatinib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB12130|P17980,,
DB12130,1.5305994323913513e-05,4.81513845206063,20,Lorlatinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB12130|Q13547,,
DB01097,1.527241242214462e-05,4.816092356599514,21,Leflunomide,L04,Immunosuppressants ,P56524,HDAC4,ENSG00000068024,DB01097|P56524,,
DB01097,1.527241242214462e-05,4.816092356599514,21,Leflunomide,L04,Immunosuppressants ,Q92769,HDAC2,ENSG00000196591,DB01097|Q92769,,
DB01097,1.527241242214462e-05,4.816092356599514,21,Leflunomide,L04,Immunosuppressants ,P17980,PSMC3,ENSG00000165916,DB01097|P17980,,
DB01097,1.527241242214462e-05,4.816092356599514,21,Leflunomide,L04,Immunosuppressants ,Q13547,HDAC1,ENSG00000116478,DB01097|Q13547,,
DB01114,1.4021335267466137e-05,4.853210626049867,22,Chlorpheniramine,R06,Antihistamines for systemic use ,P56524,HDAC4,ENSG00000068024,DB01114|P56524,,
DB01114,1.4021335267466137e-05,4.853210626049867,22,Chlorpheniramine,R06,Antihistamines for systemic use ,Q92769,HDAC2,ENSG00000196591,DB01114|Q92769,,
DB01114,1.4021335267466137e-05,4.853210626049867,22,Chlorpheniramine,R06,Antihistamines for systemic use ,P17980,PSMC3,ENSG00000165916,DB01114|P17980,,
DB01114,1.4021335267466137e-05,4.853210626049867,22,Chlorpheniramine,R06,Antihistamines for systemic use ,Q13547,HDAC1,ENSG00000116478,DB01114|Q13547,,
DB08341,1.3491586071000444e-05,4.8699369916629465,23,,,,P56524,HDAC4,ENSG00000068024,DB08341|P56524,,
DB08341,1.3491586071000444e-05,4.8699369916629465,23,,,,Q92769,HDAC2,ENSG00000196591,DB08341|Q92769,,
DB08341,1.3491586071000444e-05,4.8699369916629465,23,,,,P17980,PSMC3,ENSG00000165916,DB08341|P17980,,
DB08341,1.3491586071000444e-05,4.8699369916629465,23,,,,Q13547,HDAC1,ENSG00000116478,DB08341|Q13547,,
DB00313,1.309193478699835e-05,4.882996166648276,24,Valproic Acid,N03,Antiepileptics ,P56524,HDAC4,ENSG00000068024,DB00313|P56524,target_negativeEffect,inhibitor
DB00313,1.309193478699835e-05,4.882996166648276,24,Valproic Acid,N03,Antiepileptics ,Q92769,HDAC2,ENSG00000196591,DB00313|Q92769,target_negativeEffect,inhibitor
DB00313,1.309193478699835e-05,4.882996166648276,24,Valproic Acid,N03,Antiepileptics ,P17980,PSMC3,ENSG00000165916,DB00313|P17980,,
DB00313,1.309193478699835e-05,4.882996166648276,24,Valproic Acid,N03,Antiepileptics ,Q13547,HDAC1,ENSG00000116478,DB00313|Q13547,target_negativeEffect,inhibitor
DB12695,1.1829291295889651e-05,4.927041273588817,25,,,,P56524,HDAC4,ENSG00000068024,DB12695|P56524,,
DB12695,1.1829291295889651e-05,4.927041273588817,25,,,,Q92769,HDAC2,ENSG00000196591,DB12695|Q92769,,
DB12695,1.1829291295889651e-05,4.927041273588817,25,,,,P17980,PSMC3,ENSG00000165916,DB12695|P17980,,
DB12695,1.1829291295889651e-05,4.927041273588817,25,,,,Q13547,HDAC1,ENSG00000116478,DB12695|Q13547,,
DB08916,1.1482369980555806e-05,4.939968463571423,26,Afatinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB08916|P56524,,
DB08916,1.1482369980555806e-05,4.939968463571423,26,Afatinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB08916|Q92769,,
DB08916,1.1482369980555806e-05,4.939968463571423,26,Afatinib,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB08916|P17980,,
DB08916,1.1482369980555806e-05,4.939968463571423,26,Afatinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB08916|Q13547,,
DB02546,9.574664310571096e-06,5.018876443533988,27,Vorinostat,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB02546|P56524,target_negativeEffect,inhibitor
DB02546,9.574664310571096e-06,5.018876443533988,27,Vorinostat,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB02546|Q92769,target_negativeEffect,inhibitor
DB02546,9.574664310571096e-06,5.018876443533988,27,Vorinostat,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB02546|P17980,,
DB02546,9.574664310571096e-06,5.018876443533988,27,Vorinostat,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB02546|Q13547,target_negativeEffect,inhibitor
DB01262,9.35296729849766e-06,5.02905058410928,28,Decitabine,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB01262|P56524,target_negativeEffect,inhibitor
DB01262,9.35296729849766e-06,5.02905058410928,28,Decitabine,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB01262|Q92769,target_negativeEffect,inhibitor
DB01262,9.35296729849766e-06,5.02905058410928,28,Decitabine,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB01262|P17980,,
DB01262,9.35296729849766e-06,5.02905058410928,28,Decitabine,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB01262|Q13547,target_negativeEffect,inhibitor
DB06176,9.22004127978463e-06,5.035267134527439,29,Romidepsin,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB06176|P56524,target_negativeEffect,inhibitor
DB06176,9.22004127978463e-06,5.035267134527439,29,Romidepsin,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB06176|Q92769,target_negativeEffect,"antagonist, inhibitor"
DB06176,9.22004127978463e-06,5.035267134527439,29,Romidepsin,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB06176|P17980,,
DB06176,9.22004127978463e-06,5.035267134527439,29,Romidepsin,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB06176|Q13547,target_negativeEffect,"antagonist, inhibitor"
DB06819,8.883862432965357e-06,5.051398175142317,30,,,,P56524,HDAC4,ENSG00000068024,DB06819|P56524,target_negativeEffect,inhibitor
DB06819,8.883862432965357e-06,5.051398175142317,30,,,,Q92769,HDAC2,ENSG00000196591,DB06819|Q92769,target_negativeEffect,inhibitor
DB06819,8.883862432965357e-06,5.051398175142317,30,,,,P17980,PSMC3,ENSG00000165916,DB06819|P17980,,
DB06819,8.883862432965357e-06,5.051398175142317,30,,,,Q13547,HDAC1,ENSG00000116478,DB06819|Q13547,target_negativeEffect,inhibitor
DB05015,8.716715930166106e-06,5.059647107045374,31,Belinostat,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB05015|P56524,target_negativeEffect,inhibitor
DB05015,8.716715930166106e-06,5.059647107045374,31,Belinostat,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB05015|Q92769,target_negativeEffect,inhibitor
DB05015,8.716715930166106e-06,5.059647107045374,31,Belinostat,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB05015|P17980,,
DB05015,8.716715930166106e-06,5.059647107045374,31,Belinostat,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB05015|Q13547,target_negativeEffect,inhibitor
DB06603,8.716715930166106e-06,5.059647107045374,31,Panobinostat,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB06603|P56524,target_negativeEffect,inhibitor
DB06603,8.716715930166106e-06,5.059647107045374,31,Panobinostat,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB06603|Q92769,target_negativeEffect,inhibitor
DB06603,8.716715930166106e-06,5.059647107045374,31,Panobinostat,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB06603|P17980,,
DB06603,8.716715930166106e-06,5.059647107045374,31,Panobinostat,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB06603|Q13547,target_negativeEffect,inhibitor
DB11841,8.716715930166106e-06,5.059647107045374,31,Entinostat,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB11841|P56524,target_negativeEffect,inhibitor
DB11841,8.716715930166106e-06,5.059647107045374,31,Entinostat,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB11841|Q92769,target_negativeEffect,inhibitor
DB11841,8.716715930166106e-06,5.059647107045374,31,Entinostat,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB11841|P17980,,
DB11841,8.716715930166106e-06,5.059647107045374,31,Entinostat,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB11841|Q13547,target_negativeEffect,inhibitor
DB12565,8.716715930166106e-06,5.059647107045374,31,,,,P56524,HDAC4,ENSG00000068024,DB12565|P56524,target_negativeEffect,inhibitor
DB12565,8.716715930166106e-06,5.059647107045374,31,,,,Q92769,HDAC2,ENSG00000196591,DB12565|Q92769,target_negativeEffect,inhibitor
DB12565,8.716715930166106e-06,5.059647107045374,31,,,,P17980,PSMC3,ENSG00000165916,DB12565|P17980,,
DB12565,8.716715930166106e-06,5.059647107045374,31,,,,Q13547,HDAC1,ENSG00000116478,DB12565|Q13547,target_negativeEffect,inhibitor
DB12645,8.716715930166106e-06,5.059647107045374,31,,,,P56524,HDAC4,ENSG00000068024,DB12645|P56524,target_negativeEffect,inhibitor
DB12645,8.716715930166106e-06,5.059647107045374,31,,,,Q92769,HDAC2,ENSG00000196591,DB12645|Q92769,target_negativeEffect,inhibitor
DB12645,8.716715930166106e-06,5.059647107045374,31,,,,P17980,PSMC3,ENSG00000165916,DB12645|P17980,,
DB12645,8.716715930166106e-06,5.059647107045374,31,,,,Q13547,HDAC1,ENSG00000116478,DB12645|Q13547,target_negativeEffect,inhibitor
DB12847,8.716715930166106e-06,5.059647107045374,31,,,,P56524,HDAC4,ENSG00000068024,DB12847|P56524,target_negativeEffect,inhibitor
DB12847,8.716715930166106e-06,5.059647107045374,31,,,,Q92769,HDAC2,ENSG00000196591,DB12847|Q92769,target_negativeEffect,inhibitor
DB12847,8.716715930166106e-06,5.059647107045374,31,,,,P17980,PSMC3,ENSG00000165916,DB12847|P17980,,
DB12847,8.716715930166106e-06,5.059647107045374,31,,,,Q13547,HDAC1,ENSG00000116478,DB12847|Q13547,target_negativeEffect,inhibitor
DB06757,6.40558599581821e-06,5.193441133974085,37,,,,P56524,HDAC4,ENSG00000068024,DB06757|P56524,,
DB06757,6.40558599581821e-06,5.193441133974085,37,,,,Q92769,HDAC2,ENSG00000196591,DB06757|Q92769,,
DB06757,6.40558599581821e-06,5.193441133974085,37,,,,P17980,PSMC3,ENSG00000165916,DB06757|P17980,,
DB06757,6.40558599581821e-06,5.193441133974085,37,,,,Q13547,HDAC1,ENSG00000116478,DB06757|Q13547,,
DB04395,6.006709784872147e-06,5.221363350551951,38,,,,P56524,HDAC4,ENSG00000068024,DB04395|P56524,,
DB04395,6.006709784872147e-06,5.221363350551951,38,,,,Q92769,HDAC2,ENSG00000196591,DB04395|Q92769,,
DB04395,6.006709784872147e-06,5.221363350551951,38,,,,P17980,PSMC3,ENSG00000165916,DB04395|P17980,,
DB04395,6.006709784872147e-06,5.221363350551951,38,,,,Q13547,HDAC1,ENSG00000116478,DB04395|Q13547,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,R01,Nasal preparations ,P56524,HDAC4,ENSG00000068024,DB00162|P56524,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,R01,Nasal preparations ,Q92769,HDAC2,ENSG00000196591,DB00162|Q92769,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,R01,Nasal preparations ,P17980,PSMC3,ENSG00000165916,DB00162|P17980,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,R01,Nasal preparations ,Q13547,HDAC1,ENSG00000116478,DB00162|Q13547,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,S01,Ophthalmologicals,P56524,HDAC4,ENSG00000068024,DB00162|P56524,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,S01,Ophthalmologicals,Q92769,HDAC2,ENSG00000196591,DB00162|Q92769,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,S01,Ophthalmologicals,P17980,PSMC3,ENSG00000165916,DB00162|P17980,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,S01,Ophthalmologicals,Q13547,HDAC1,ENSG00000116478,DB00162|Q13547,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,A11,Vitamins ,P56524,HDAC4,ENSG00000068024,DB00162|P56524,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,A11,Vitamins ,Q92769,HDAC2,ENSG00000196591,DB00162|Q92769,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,A11,Vitamins ,P17980,PSMC3,ENSG00000165916,DB00162|P17980,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,A11,Vitamins ,Q13547,HDAC1,ENSG00000116478,DB00162|Q13547,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,D10,Anti-acne preparations ,P56524,HDAC4,ENSG00000068024,DB00162|P56524,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,D10,Anti-acne preparations ,Q92769,HDAC2,ENSG00000196591,DB00162|Q92769,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,D10,Anti-acne preparations ,P17980,PSMC3,ENSG00000165916,DB00162|P17980,,
DB00162,5.809904570649587e-06,5.235831000962623,39,Retinol,D10,Anti-acne preparations ,Q13547,HDAC1,ENSG00000116478,DB00162|Q13547,,
DB00756,5.781918744508967e-06,5.2379280159270944,40,Hexachlorophene,D08,Antiseptics and disinfectants ,P56524,HDAC4,ENSG00000068024,DB00756|P56524,,
DB00756,5.781918744508967e-06,5.2379280159270944,40,Hexachlorophene,D08,Antiseptics and disinfectants ,Q92769,HDAC2,ENSG00000196591,DB00756|Q92769,,
DB00756,5.781918744508967e-06,5.2379280159270944,40,Hexachlorophene,D08,Antiseptics and disinfectants ,P17980,PSMC3,ENSG00000165916,DB00756|P17980,,
DB00756,5.781918744508967e-06,5.2379280159270944,40,Hexachlorophene,D08,Antiseptics and disinfectants ,Q13547,HDAC1,ENSG00000116478,DB00756|Q13547,,
DB00227,5.732552831727815e-06,5.24165193408217,41,Lovastatin,C10,Lipid modifying agents ,P56524,HDAC4,ENSG00000068024,DB00227|P56524,,
DB00227,5.732552831727815e-06,5.24165193408217,41,Lovastatin,C10,Lipid modifying agents ,Q92769,HDAC2,ENSG00000196591,DB00227|Q92769,target_negativeEffect,inhibitor
DB00227,5.732552831727815e-06,5.24165193408217,41,Lovastatin,C10,Lipid modifying agents ,P17980,PSMC3,ENSG00000165916,DB00227|P17980,,
DB00227,5.732552831727815e-06,5.24165193408217,41,Lovastatin,C10,Lipid modifying agents ,Q13547,HDAC1,ENSG00000116478,DB00227|Q13547,,
DB00755,5.55546013294163e-06,5.255279964640011,42,Tretinoin,D10,Anti-acne preparations ,P56524,HDAC4,ENSG00000068024,DB00755|P56524,,
