drugbank_id,drug_score,drug_neg_log_score,trustrank,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id,drug|protein,interaction_label,actions
DB09079,4.444692337223293e-05,4.352158295632031,3,Nintedanib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB09079|P06748,,
DB09079,4.444692337223293e-05,4.352158295632031,3,Nintedanib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB09079|Q9BQE3,,
DB09079,4.444692337223293e-05,4.352158295632031,3,Nintedanib,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB09079|Q13619,,
DB06595,4.375413554222716e-05,4.35898089216653,4,Midostaurin,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB06595|P07437,,
DB06595,4.375413554222716e-05,4.35898089216653,4,Midostaurin,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB06595|P62906,,
DB06595,4.375413554222716e-05,4.35898089216653,4,Midostaurin,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB06595|Q71U36,,
DB06595,4.375413554222716e-05,4.35898089216653,4,Midostaurin,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB06595|P06748,,
DB06595,4.375413554222716e-05,4.35898089216653,4,Midostaurin,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB06595|Q9BQE3,,
DB06595,4.375413554222716e-05,4.35898089216653,4,Midostaurin,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB06595|Q13619,,
DB06616,4.115445675417348e-05,4.385583126698669,5,Bosutinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB06616|P07437,,
DB06616,4.115445675417348e-05,4.385583126698669,5,Bosutinib,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB06616|P62906,,
DB06616,4.115445675417348e-05,4.385583126698669,5,Bosutinib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB06616|Q71U36,,
DB06616,4.115445675417348e-05,4.385583126698669,5,Bosutinib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB06616|P06748,,
DB06616,4.115445675417348e-05,4.385583126698669,5,Bosutinib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB06616|Q9BQE3,,
DB06616,4.115445675417348e-05,4.385583126698669,5,Bosutinib,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB06616|Q13619,,
DB09130,3.604408351049439e-05,4.4431660127647845,6,,,,P07437,TUBB,ENSG00000196230,DB09130|P07437,,
DB09130,3.604408351049439e-05,4.4431660127647845,6,,,,P62906,RPL10A,ENSG00000198755,DB09130|P62906,,
DB09130,3.604408351049439e-05,4.4431660127647845,6,,,,Q71U36,TUBA1A,ENSG00000167552,DB09130|Q71U36,,
DB09130,3.604408351049439e-05,4.4431660127647845,6,,,,P06748,NPM1,ENSG00000181163,DB09130|P06748,,
DB09130,3.604408351049439e-05,4.4431660127647845,6,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB09130|Q9BQE3,,
DB09130,3.604408351049439e-05,4.4431660127647845,6,,,,Q13619,CUL4A,ENSG00000139842,DB09130|Q13619,,
DB11638,3.165300322876066e-05,4.499585077943576,7,Cotecxin,P01,Antiprotozoals ,P07437,TUBB,ENSG00000196230,DB11638|P07437,target,ligand
DB11638,3.165300322876066e-05,4.499585077943576,7,Cotecxin,P01,Antiprotozoals ,P62906,RPL10A,ENSG00000198755,DB11638|P62906,,
DB11638,3.165300322876066e-05,4.499585077943576,7,Cotecxin,P01,Antiprotozoals ,Q71U36,TUBA1A,ENSG00000167552,DB11638|Q71U36,target,ligand
DB11638,3.165300322876066e-05,4.499585077943576,7,Cotecxin,P01,Antiprotozoals ,P06748,NPM1,ENSG00000181163,DB11638|P06748,target,ligand
DB11638,3.165300322876066e-05,4.499585077943576,7,Cotecxin,P01,Antiprotozoals ,Q9BQE3,TUBA1C,ENSG00000167553,DB11638|Q9BQE3,,
DB11638,3.165300322876066e-05,4.499585077943576,7,Cotecxin,P01,Antiprotozoals ,Q13619,CUL4A,ENSG00000139842,DB11638|Q13619,,
DB08865,2.887999732445601e-05,4.539402851336956,8,Crizotinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB08865|P07437,,
DB08865,2.887999732445601e-05,4.539402851336956,8,Crizotinib,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB08865|P62906,,
DB08865,2.887999732445601e-05,4.539402851336956,8,Crizotinib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB08865|Q71U36,,
DB08865,2.887999732445601e-05,4.539402851336956,8,Crizotinib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB08865|P06748,,
DB08865,2.887999732445601e-05,4.539402851336956,8,Crizotinib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB08865|Q9BQE3,,
DB08865,2.887999732445601e-05,4.539402851336956,8,Crizotinib,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB08865|Q13619,,
DB00157,2.807112855701696e-05,4.551740126865652,9,,,,P07437,TUBB,ENSG00000196230,DB00157|P07437,,
DB00157,2.807112855701696e-05,4.551740126865652,9,,,,P62906,RPL10A,ENSG00000198755,DB00157|P62906,,
DB00157,2.807112855701696e-05,4.551740126865652,9,,,,Q71U36,TUBA1A,ENSG00000167552,DB00157|Q71U36,,
DB00157,2.807112855701696e-05,4.551740126865652,9,,,,P06748,NPM1,ENSG00000181163,DB00157|P06748,,
DB00157,2.807112855701696e-05,4.551740126865652,9,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB00157|Q9BQE3,,
DB00157,2.807112855701696e-05,4.551740126865652,9,,,,Q13619,CUL4A,ENSG00000139842,DB00157|Q13619,,
DB11829,2.683426319172116e-05,4.571310324959126,10,,,,P07437,TUBB,ENSG00000196230,DB11829|P07437,,
DB11829,2.683426319172116e-05,4.571310324959126,10,,,,P62906,RPL10A,ENSG00000198755,DB11829|P62906,,
DB11829,2.683426319172116e-05,4.571310324959126,10,,,,Q71U36,TUBA1A,ENSG00000167552,DB11829|Q71U36,,
DB11829,2.683426319172116e-05,4.571310324959126,10,,,,P06748,NPM1,ENSG00000181163,DB11829|P06748,,
DB11829,2.683426319172116e-05,4.571310324959126,10,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB11829|Q9BQE3,,
DB11829,2.683426319172116e-05,4.571310324959126,10,,,,Q13619,CUL4A,ENSG00000139842,DB11829|Q13619,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,D11,Other dermatological preparations ,P07437,TUBB,ENSG00000196230,DB08877|P07437,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,D11,Other dermatological preparations ,P62906,RPL10A,ENSG00000198755,DB08877|P62906,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,D11,Other dermatological preparations ,Q71U36,TUBA1A,ENSG00000167552,DB08877|Q71U36,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,D11,Other dermatological preparations ,P06748,NPM1,ENSG00000181163,DB08877|P06748,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,D11,Other dermatological preparations ,Q9BQE3,TUBA1C,ENSG00000167553,DB08877|Q9BQE3,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,D11,Other dermatological preparations ,Q13619,CUL4A,ENSG00000139842,DB08877|Q13619,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB08877|P07437,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB08877|P62906,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB08877|Q71U36,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB08877|P06748,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB08877|Q9BQE3,,
DB08877,2.649876266974808e-05,4.576774404487582,11,Ruxolitinib,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB08877|Q13619,,
DB00398,2.645274079675589e-05,4.577529323581908,12,Sorafenib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB00398|P07437,,
DB00398,2.645274079675589e-05,4.577529323581908,12,Sorafenib,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB00398|P62906,,
DB00398,2.645274079675589e-05,4.577529323581908,12,Sorafenib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB00398|Q71U36,,
DB00398,2.645274079675589e-05,4.577529323581908,12,Sorafenib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB00398|P06748,,
DB00398,2.645274079675589e-05,4.577529323581908,12,Sorafenib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB00398|Q9BQE3,,
DB00398,2.645274079675589e-05,4.577529323581908,12,Sorafenib,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB00398|Q13619,,
DB01593,2.575707645761677e-05,4.589103432864205,13,,,,P07437,TUBB,ENSG00000196230,DB01593|P07437,,
DB01593,2.575707645761677e-05,4.589103432864205,13,,,,P62906,RPL10A,ENSG00000198755,DB01593|P62906,,
DB01593,2.575707645761677e-05,4.589103432864205,13,,,,Q71U36,TUBA1A,ENSG00000167552,DB01593|Q71U36,,
DB01593,2.575707645761677e-05,4.589103432864205,13,,,,P06748,NPM1,ENSG00000181163,DB01593|P06748,,
DB01593,2.575707645761677e-05,4.589103432864205,13,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB01593|Q9BQE3,,
DB01593,2.575707645761677e-05,4.589103432864205,13,,,,Q13619,CUL4A,ENSG00000139842,DB01593|Q13619,,
DB14487,2.575707645761677e-05,4.589103432864205,13,Zinc Acetate,A16,Other alimentary tract and metabolism products ,P07437,TUBB,ENSG00000196230,DB14487|P07437,,
DB14487,2.575707645761677e-05,4.589103432864205,13,Zinc Acetate,A16,Other alimentary tract and metabolism products ,P62906,RPL10A,ENSG00000198755,DB14487|P62906,,
DB14487,2.575707645761677e-05,4.589103432864205,13,Zinc Acetate,A16,Other alimentary tract and metabolism products ,Q71U36,TUBA1A,ENSG00000167552,DB14487|Q71U36,,
DB14487,2.575707645761677e-05,4.589103432864205,13,Zinc Acetate,A16,Other alimentary tract and metabolism products ,P06748,NPM1,ENSG00000181163,DB14487|P06748,,
DB14487,2.575707645761677e-05,4.589103432864205,13,Zinc Acetate,A16,Other alimentary tract and metabolism products ,Q9BQE3,TUBA1C,ENSG00000167553,DB14487|Q9BQE3,,
DB14487,2.575707645761677e-05,4.589103432864205,13,Zinc Acetate,A16,Other alimentary tract and metabolism products ,Q13619,CUL4A,ENSG00000139842,DB14487|Q13619,,
DB04216,2.2522415889241376e-05,4.647385026294391,15,,,,P07437,TUBB,ENSG00000196230,DB04216|P07437,,
DB04216,2.2522415889241376e-05,4.647385026294391,15,,,,P62906,RPL10A,ENSG00000198755,DB04216|P62906,,
DB04216,2.2522415889241376e-05,4.647385026294391,15,,,,Q71U36,TUBA1A,ENSG00000167552,DB04216|Q71U36,,
DB04216,2.2522415889241376e-05,4.647385026294391,15,,,,P06748,NPM1,ENSG00000181163,DB04216|P06748,,
DB04216,2.2522415889241376e-05,4.647385026294391,15,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB04216|Q9BQE3,,
DB04216,2.2522415889241376e-05,4.647385026294391,15,,,,Q13619,CUL4A,ENSG00000139842,DB04216|Q13619,,
DB14533,2.177907967026877e-05,4.66196047639699,16,,,,P07437,TUBB,ENSG00000196230,DB14533|P07437,,
DB14533,2.177907967026877e-05,4.66196047639699,16,,,,P62906,RPL10A,ENSG00000198755,DB14533|P62906,,
DB14533,2.177907967026877e-05,4.66196047639699,16,,,,Q71U36,TUBA1A,ENSG00000167552,DB14533|Q71U36,,
DB14533,2.177907967026877e-05,4.66196047639699,16,,,,P06748,NPM1,ENSG00000181163,DB14533|P06748,,
DB14533,2.177907967026877e-05,4.66196047639699,16,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB14533|Q9BQE3,,
DB14533,2.177907967026877e-05,4.66196047639699,16,,,,Q13619,CUL4A,ENSG00000139842,DB14533|Q13619,,
DB00783,2.1352111743145744e-05,4.670559166398116,17,Estradiol,G03,Sex hormones and modulators of the genital system ,P07437,TUBB,ENSG00000196230,DB00783|P07437,,
DB00783,2.1352111743145744e-05,4.670559166398116,17,Estradiol,G03,Sex hormones and modulators of the genital system ,P62906,RPL10A,ENSG00000198755,DB00783|P62906,,
DB00783,2.1352111743145744e-05,4.670559166398116,17,Estradiol,G03,Sex hormones and modulators of the genital system ,Q71U36,TUBA1A,ENSG00000167552,DB00783|Q71U36,,
DB00783,2.1352111743145744e-05,4.670559166398116,17,Estradiol,G03,Sex hormones and modulators of the genital system ,P06748,NPM1,ENSG00000181163,DB00783|P06748,,
DB00783,2.1352111743145744e-05,4.670559166398116,17,Estradiol,G03,Sex hormones and modulators of the genital system ,Q9BQE3,TUBA1C,ENSG00000167553,DB00783|Q9BQE3,,
DB00783,2.1352111743145744e-05,4.670559166398116,17,Estradiol,G03,Sex hormones and modulators of the genital system ,Q13619,CUL4A,ENSG00000139842,DB00783|Q13619,,
DB13953,2.1187501745720844e-05,4.673920248669626,18,,,,P07437,TUBB,ENSG00000196230,DB13953|P07437,,
DB13953,2.1187501745720844e-05,4.673920248669626,18,,,,P62906,RPL10A,ENSG00000198755,DB13953|P62906,,
DB13953,2.1187501745720844e-05,4.673920248669626,18,,,,Q71U36,TUBA1A,ENSG00000167552,DB13953|Q71U36,,
DB13953,2.1187501745720844e-05,4.673920248669626,18,,,,P06748,NPM1,ENSG00000181163,DB13953|P06748,,
DB13953,2.1187501745720844e-05,4.673920248669626,18,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB13953|Q9BQE3,,
DB13953,2.1187501745720844e-05,4.673920248669626,18,,,,Q13619,CUL4A,ENSG00000139842,DB13953|Q13619,,
DB14548,2.0752475686292755e-05,4.682930086288699,19,,,,P07437,TUBB,ENSG00000196230,DB14548|P07437,,
DB14548,2.0752475686292755e-05,4.682930086288699,19,,,,P62906,RPL10A,ENSG00000198755,DB14548|P62906,,
DB14548,2.0752475686292755e-05,4.682930086288699,19,,,,Q71U36,TUBA1A,ENSG00000167552,DB14548|Q71U36,,
DB14548,2.0752475686292755e-05,4.682930086288699,19,,,,P06748,NPM1,ENSG00000181163,DB14548|P06748,,
DB14548,2.0752475686292755e-05,4.682930086288699,19,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB14548|Q9BQE3,,
DB14548,2.0752475686292755e-05,4.682930086288699,19,,,,Q13619,CUL4A,ENSG00000139842,DB14548|Q13619,,
DB06589,2.0637230846682657e-05,4.685348577814565,20,Pazopanib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB06589|P07437,,
DB06589,2.0637230846682657e-05,4.685348577814565,20,Pazopanib,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB06589|P62906,,
DB06589,2.0637230846682657e-05,4.685348577814565,20,Pazopanib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB06589|Q71U36,,
DB06589,2.0637230846682657e-05,4.685348577814565,20,Pazopanib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB06589|P06748,,
DB06589,2.0637230846682657e-05,4.685348577814565,20,Pazopanib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB06589|Q9BQE3,,
DB06589,2.0637230846682657e-05,4.685348577814565,20,Pazopanib,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB06589|Q13619,,
DB06626,2.011432402153222e-05,4.696494558103977,21,Axitinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB06626|P07437,,
DB06626,2.011432402153222e-05,4.696494558103977,21,Axitinib,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB06626|P62906,,
DB06626,2.011432402153222e-05,4.696494558103977,21,Axitinib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB06626|Q71U36,,
DB06626,2.011432402153222e-05,4.696494558103977,21,Axitinib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB06626|P06748,,
DB06626,2.011432402153222e-05,4.696494558103977,21,Axitinib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB06626|Q9BQE3,,
DB06626,2.011432402153222e-05,4.696494558103977,21,Axitinib,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB06626|Q13619,,
DB00530,1.961146425567621e-05,4.70748997928378,22,Erlotinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB00530|P07437,,
DB00530,1.961146425567621e-05,4.70748997928378,22,Erlotinib,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB00530|P62906,,
DB00530,1.961146425567621e-05,4.70748997928378,22,Erlotinib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB00530|Q71U36,,
DB00530,1.961146425567621e-05,4.70748997928378,22,Erlotinib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB00530|P06748,,
DB00530,1.961146425567621e-05,4.70748997928378,22,Erlotinib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB00530|Q9BQE3,,
DB00530,1.961146425567621e-05,4.70748997928378,22,Erlotinib,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB00530|Q13619,,
DB13954,1.9571767844797727e-05,4.708369944369347,23,,,,P07437,TUBB,ENSG00000196230,DB13954|P07437,,
DB13954,1.9571767844797727e-05,4.708369944369347,23,,,,P62906,RPL10A,ENSG00000198755,DB13954|P62906,,
DB13954,1.9571767844797727e-05,4.708369944369347,23,,,,Q71U36,TUBA1A,ENSG00000167552,DB13954|Q71U36,,
DB13954,1.9571767844797727e-05,4.708369944369347,23,,,,P06748,NPM1,ENSG00000181163,DB13954|P06748,,
DB13954,1.9571767844797727e-05,4.708369944369347,23,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB13954|Q9BQE3,,
DB13954,1.9571767844797727e-05,4.708369944369347,23,,,,Q13619,CUL4A,ENSG00000139842,DB13954|Q13619,,
DB13952,1.9571767844797727e-05,4.708369944369347,23,,,,P07437,TUBB,ENSG00000196230,DB13952|P07437,,
DB13952,1.9571767844797727e-05,4.708369944369347,23,,,,P62906,RPL10A,ENSG00000198755,DB13952|P62906,,
DB13952,1.9571767844797727e-05,4.708369944369347,23,,,,Q71U36,TUBA1A,ENSG00000167552,DB13952|Q71U36,,
DB13952,1.9571767844797727e-05,4.708369944369347,23,,,,P06748,NPM1,ENSG00000181163,DB13952|P06748,,
DB13952,1.9571767844797727e-05,4.708369944369347,23,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB13952|Q9BQE3,,
DB13952,1.9571767844797727e-05,4.708369944369347,23,,,,Q13619,CUL4A,ENSG00000139842,DB13952|Q13619,,
DB13956,1.9571767844797727e-05,4.708369944369347,23,,,,P07437,TUBB,ENSG00000196230,DB13956|P07437,,
DB13956,1.9571767844797727e-05,4.708369944369347,23,,,,P62906,RPL10A,ENSG00000198755,DB13956|P62906,,
DB13956,1.9571767844797727e-05,4.708369944369347,23,,,,Q71U36,TUBA1A,ENSG00000167552,DB13956|Q71U36,,
DB13956,1.9571767844797727e-05,4.708369944369347,23,,,,P06748,NPM1,ENSG00000181163,DB13956|P06748,,
DB13956,1.9571767844797727e-05,4.708369944369347,23,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB13956|Q9BQE3,,
DB13956,1.9571767844797727e-05,4.708369944369347,23,,,,Q13619,CUL4A,ENSG00000139842,DB13956|Q13619,,
DB13955,1.9571767844797727e-05,4.708369944369347,23,,,,P07437,TUBB,ENSG00000196230,DB13955|P07437,,
DB13955,1.9571767844797727e-05,4.708369944369347,23,,,,P62906,RPL10A,ENSG00000198755,DB13955|P62906,,
DB13955,1.9571767844797727e-05,4.708369944369347,23,,,,Q71U36,TUBA1A,ENSG00000167552,DB13955|Q71U36,,
DB13955,1.9571767844797727e-05,4.708369944369347,23,,,,P06748,NPM1,ENSG00000181163,DB13955|P06748,,
DB13955,1.9571767844797727e-05,4.708369944369347,23,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB13955|Q9BQE3,,
DB13955,1.9571767844797727e-05,4.708369944369347,23,,,,Q13619,CUL4A,ENSG00000139842,DB13955|Q13619,,
DB00121,1.7882749615617327e-05,4.747565704159746,27,Biotin,A11,Vitamins,P07437,TUBB,ENSG00000196230,DB00121|P07437,,
DB00121,1.7882749615617327e-05,4.747565704159746,27,Biotin,A11,Vitamins,P62906,RPL10A,ENSG00000198755,DB00121|P62906,,
DB00121,1.7882749615617327e-05,4.747565704159746,27,Biotin,A11,Vitamins,Q71U36,TUBA1A,ENSG00000167552,DB00121|Q71U36,,
DB00121,1.7882749615617327e-05,4.747565704159746,27,Biotin,A11,Vitamins,P06748,NPM1,ENSG00000181163,DB00121|P06748,,
DB00121,1.7882749615617327e-05,4.747565704159746,27,Biotin,A11,Vitamins,Q9BQE3,TUBA1C,ENSG00000167553,DB00121|Q9BQE3,,
DB00121,1.7882749615617327e-05,4.747565704159746,27,Biotin,A11,Vitamins,Q13619,CUL4A,ENSG00000139842,DB00121|Q13619,,
DB12695,1.1483476995809204e-05,4.93992659526003,28,,,,P07437,TUBB,ENSG00000196230,DB12695|P07437,,
DB12695,1.1483476995809204e-05,4.93992659526003,28,,,,P62906,RPL10A,ENSG00000198755,DB12695|P62906,,
DB12695,1.1483476995809204e-05,4.93992659526003,28,,,,Q71U36,TUBA1A,ENSG00000167552,DB12695|Q71U36,,
DB12695,1.1483476995809204e-05,4.93992659526003,28,,,,P06748,NPM1,ENSG00000181163,DB12695|P06748,,
DB12695,1.1483476995809204e-05,4.93992659526003,28,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB12695|Q9BQE3,,
DB12695,1.1483476995809204e-05,4.93992659526003,28,,,,Q13619,CUL4A,ENSG00000139842,DB12695|Q13619,,
DB00173,7.927795908565685e-06,5.100847538760499,29,,,,P07437,TUBB,ENSG00000196230,DB00173|P07437,,
DB00173,7.927795908565685e-06,5.100847538760499,29,,,,P62906,RPL10A,ENSG00000198755,DB00173|P62906,,
DB00173,7.927795908565685e-06,5.100847538760499,29,,,,Q71U36,TUBA1A,ENSG00000167552,DB00173|Q71U36,,
DB00173,7.927795908565685e-06,5.100847538760499,29,,,,P06748,NPM1,ENSG00000181163,DB00173|P06748,,
DB00173,7.927795908565685e-06,5.100847538760499,29,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB00173|Q9BQE3,,
DB00173,7.927795908565685e-06,5.100847538760499,29,,,,Q13619,CUL4A,ENSG00000139842,DB00173|Q13619,,
DB09118,7.254351432488062e-06,5.139401409123195,30,Stiripentol,N03,Antiepileptics ,P07437,TUBB,ENSG00000196230,DB09118|P07437,,
DB09118,7.254351432488062e-06,5.139401409123195,30,Stiripentol,N03,Antiepileptics ,P62906,RPL10A,ENSG00000198755,DB09118|P62906,,
DB09118,7.254351432488062e-06,5.139401409123195,30,Stiripentol,N03,Antiepileptics ,Q71U36,TUBA1A,ENSG00000167552,DB09118|Q71U36,,
DB09118,7.254351432488062e-06,5.139401409123195,30,Stiripentol,N03,Antiepileptics ,P06748,NPM1,ENSG00000181163,DB09118|P06748,,
DB09118,7.254351432488062e-06,5.139401409123195,30,Stiripentol,N03,Antiepileptics ,Q9BQE3,TUBA1C,ENSG00000167553,DB09118|Q9BQE3,,
DB09118,7.254351432488062e-06,5.139401409123195,30,Stiripentol,N03,Antiepileptics ,Q13619,CUL4A,ENSG00000139842,DB09118|Q13619,,
DB04315,7.035325324818728e-06,5.152715815285826,31,,,,P07437,TUBB,ENSG00000196230,DB04315|P07437,,
DB04315,7.035325324818728e-06,5.152715815285826,31,,,,P62906,RPL10A,ENSG00000198755,DB04315|P62906,,
DB04315,7.035325324818728e-06,5.152715815285826,31,,,,Q71U36,TUBA1A,ENSG00000167552,DB04315|Q71U36,,
DB04315,7.035325324818728e-06,5.152715815285826,31,,,,P06748,NPM1,ENSG00000181163,DB04315|P06748,,
DB04315,7.035325324818728e-06,5.152715815285826,31,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB04315|Q9BQE3,,
DB04315,7.035325324818728e-06,5.152715815285826,31,,,,Q13619,CUL4A,ENSG00000139842,DB04315|Q13619,,
DB01179,6.515403211578042e-06,5.186058702415744,32,Podofilox,D06,Antibiotics and chemotherapeutics for dermatological use ,P07437,TUBB,ENSG00000196230,DB01179|P07437,target_negativeEffect,inhibitor
